"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","number_requested"
"79","MSB","Fish specimens","MSB:Fish:4486",61,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.383856,-106.490929,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, 0.5 mile northwest Algodones, San Felipe Indian Reservation.",NA,"",1978,9,29,"Collector(s): Charles W. Painter, Robert P. Reynolds, D. L. Chavez","not recorded",NA,"PreservedSpecimen","verbatim collectors: Charles W. Painter, Robert P. Reynolds, D. L. Chavez","2019-05-27 03:13:23.0",15
"72","MSB","Fish specimens","MSB:Fish:4750",291,"Gambusia affinis","Poeciliidae","tissue (freeze-dried); whole organism (formalin-fixed, 70% ethanol)",NA,35.385246,-106.478952,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Algodones Riverside Drain, off Rio Grande 0.3 mile north of Algodones, San Felipe Indian Reservation.",NA,"",1978,9,29,"Collector(s): Charles W. Painter, D. L. Chavez, Robert P. Reynolds","not recorded",NA,"PreservedSpecimen","verbatim collectors: Charles W. Painter, D. L. Chavez, Robert P. Reynolds","2019-05-27 02:54:48.0",15
"68","MSB","Fish specimens","MSB:Fish:68495",33,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.026875,-106.693802,2639,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"New Mexico: Bernalillo Co., Rio Grande Drainage. Irrigation canal W of Rio Grande, Hwy 500, Rio Bravo Blvd. S of Albuquerque. Collector(s): G. Clemmer, S. Platania",NA,"",1984,8,15,"Collector(s): G. H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","GeoLocate",NA,"PreservedSpecimen","USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Glenn H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","2019-05-27 02:06:51.0",15
"14","MSB","Fish specimens","MSB:Fish:68483",21,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.069907,-106.658878,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"New Mexico: Bernalillo Co., Rio Grande Drainage. Rio Grande, US Hwy 85 in Albuquerque. Collector(s): G. Clemmer, S. Platania",NA,"",1984,8,15,"Collector(s): G. H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","GeoLocate",NA,"PreservedSpecimen","USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Glenn H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","2019-05-27 02:41:33.0",10
"141","MSB","Fish specimens","MSB:Fish:68470",61,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"New Mexico: Bernalillo Co., Rio Grande Drainage. Rio Grande, Hwy 66, Old Town Bridge in Albquerque. Collector(s): G. Clemmer, S. Platania",NA,"",1984,8,15,"Collector(s): G. H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","GeoLocate",NA,"PreservedSpecimen","USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Glenn H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","2019-05-27 02:38:47.0",15
"3","MSB","Fish specimens","MSB:Fish:68521",52,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.211416,-106.612833,210,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"New Mexico: Bernalillo Co., Rio Grande Drainage. Rio Grande and mouth of flood control canal W of US 85 and Rt. 422 N of Albuquerque. Collector(s): G. Clemmer, S. Platania",NA,"",1984,8,16,"Collector(s): G. H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","GeoLocate",NA,"PreservedSpecimen","USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Glenn H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","2019-05-27 02:03:13.0",15
"182","MSB","Fish specimens","MSB:Fish:68508",12,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.225523,-106.597651,5196,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"New Mexico: Bernalillo Co., Rio Grande Drainage. Rio Grande at Corrales Road, N of Albuquerque. Collector(s): G. Clemmer, S. Platania",NA,"",1984,8,15,"Collector(s): G. H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","GeoLocate",NA,"PreservedSpecimen","USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Glenn H. Clemmer, Steven P. Platania, USGS Biological Survey Fort Collins","2019-05-27 02:03:17.0",6
"111","MSB","Fish specimens","MSB:Fish:5253",11,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1986,7,13,"Collector(s): Kevin R. Bestgen, Steven P. Platania","GeoLocate",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-K; Storage: 50% ISOP, 212-K; ALSO KRB-611.;","2019-05-27 02:57:54.0",6
"120","MSB","Fish specimens","MSB:Fish:5822",23,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"",1987,9,10,"Collector(s): Kevin R. Bestgen, Steven P. Platania","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Kevin R. Bestgen, Steven P. Platania","2019-05-27 02:34:02.0",12
"114","MSB","Fish specimens","MSB:Fish:5811",75,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at US HWY 550 bridge, Bernalillo.",NA,"",1987,9,9,"Collector(s): Kevin R. Bestgen, Steven P. Platania","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Kevin R. Bestgen, Steven P. Platania","2019-05-27 04:46:03.0",15
"58","MSB","Fish specimens","MSB:Fish:6300",17,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.017903,-106.661847,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"South side of the North street crossing of Barr Canal, south end of Albuquerque",NA,"",1988,11,12,"Collector(s): Christopher S. Altenbach, J. Scott Altenbach","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Christopher S. Altenbach, J. Scott Altenbach","2019-05-27 02:49:33.0",8
"209","MSB","Fish specimens","MSB:Fish:7765",14,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"",1988,10,5,"Collector(s): Kevin R. Bestgen, Steven P. Platania","GeoLocate",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-K; Storage: 50% ISOP, 212-K;","2019-05-27 03:29:18.0",7
"66","MSB","Fish specimens","MSB:Fish:9465",1675,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.917008,-106.675195,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Ditch on east side adjacent to the Rio Grande, 7.6 miles N of Los Lunas",NA,"",1989,2,26,"Collector(s): Kevin R. Bestgen, H. T. Bestgen","not recorded",NA,"PreservedSpecimen","verbatim collectors: Kevin R. Bestgen, H. T. Bestgen","2019-05-27 03:41:48.0",15
"212","MSB","Fish specimens","MSB:Fish:7239",23,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.994298,-106.678945,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Barr Canal, just south of Clark Road SW crossing, south end of Albuquerque",NA,"",1989,11,12,"Collector(s): Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 03:26:01.0",12
"192","MSB","Fish specimens","MSB:Fish:7262",13,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 55% isopropanol)",NA,35.014147,-106.665834,320,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Barr Canal, ca. 0.3 kilometers south of Mary Avenue SW, south end of Albuquerque",NA,"",1989,11,20,"Collector(s): Christopher S. Altenbach, J. Scott Altenbach","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Christopher S. Altenbach, J. Scott Altenbach","2019-05-27 03:23:03.0",6
"142","MSB","Fish specimens","MSB:Fish:6405",79,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"",1989,10,16,"Collector(s): Steven P. Platania, Douglas A. Young","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Steven P. Platania, Douglas A. Young","2019-05-27 02:42:37.0",15
"82","MSB","Fish specimens","MSB:Fish:7208",152,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.205042,-106.609081,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Alameda Drain, at Montano Road and Second Street or NM State HWY 47, Albuquerque.",NA,"",1989,11,4,"Collector(s): Christopher S. Altenbach, Douglas A. Young","not recorded",NA,"PreservedSpecimen","verbatim collectors: Christopher S. Altenbach, Douglas A. Young","2019-05-27 03:32:33.0",15
"124","MSB","Fish specimens","MSB:Fish:7921",40,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"",1990,8,8,"Collector(s): Steven P. Platania, Brooks M. Burr, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Steven P. Platania, Brooks M. Burr, Christopher S. Altenbach","2019-05-27 03:29:21.0",15
"139","MSB","Fish specimens","MSB:Fish:7166",14,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"",1990,4,20,"Collector(s): Steven P. Platania, Douglas A. Young","GeoLocate",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-C; Storage: 70% EtOH, 212-C;","2019-05-27 02:04:18.0",7
"144","MSB","Fish specimens","MSB:Fish:8995",125,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"",1990,10,28,"Collector(s): Steven P. Platania, Brooks M. Burr","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Steven P. Platania, Brooks M. Burr","2019-05-27 03:04:19.0",15
"146","MSB","Fish specimens","MSB:Fish:7971",198,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"",1990,10,22,"Collector(s): Steven P. Platania, Brooks M. Burr, Douglas A. Young","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Steven P. Platania, Brooks M. Burr, Douglas A. Young","2019-05-27 03:26:02.0",15
"71","MSB","Fish specimens","MSB:Fish:9004",81,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.196977,-106.642444,102,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Alameda Boulevard or NM State HWY 528 bridge, Albuquerque.",NA,"",1990,10,28,"Collector(s): Steven P. Platania, Brooks M. Burr","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Steven P. Platania, Brooks M. Burr","2019-05-27 03:04:20.0",15
"109","MSB","Fish specimens","MSB:Fish:9011",14,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28086111,-106.5988056,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Corrales Waterway Canal, ca. 0.7 mi. south of NM State Route 528/46 intersection, Corrales.",NA,"",1990,10,28,"Collector(s): Steven P. Platania, Brooks M. Burr","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-E; Storage: 70% EtOH, 212-E;","2019-05-27 04:34:29.0",7
"165","MSB","Fish specimens","MSB:Fish:12166",119,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.915,-106.686,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 0.5 miles upstream of Isleta Diversion Dam, Isleta Pueblo.",NA,"",1992,10,12,"Collector(s): Brian K. Lang, John P. Sherrod, Eric J. Scherff","not recorded",NA,"PreservedSpecimen","verbatim collectors: Brian K. Lang, John P. Sherrod, Eric J. Scherff","2019-05-27 02:24:15.0",15
"94","MSB","Fish specimens","MSB:Fish:11194",30,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.92872222,-106.6818611,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Irrigation return, at railroad bridge, ca. 1.0 miles downstream of I-25 bridge, Isleta Pueblo.",NA,"",1992,7,24,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:03:32.0",15
"217","MSB","Fish specimens","MSB:Fish:11189",11,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.92872222,-106.6818611,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Atchison, Topeka and Santa Fe Railroad bridge, ca.1.0 miles downstream of US Interstate HWY I-25 bridge, Isleta Indian Reservation.",NA,"",1992,7,24,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-F; Storage: 70% EtOH, 212-F;","2019-05-27 04:34:31.0",6
"218","MSB","Fish specimens","MSB:Fish:12113",345,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.95766667,-106.6875278,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 0.5 miles upstream of US Interstate HWY I-25 bridge crossing, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1992,10,1,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:24:16.0",15
"219","MSB","Fish specimens","MSB:Fish:11132",22,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.95766667,-106.6875278,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 0.5 miles upstream of US Interstate HWY I-25 bridge crossing, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1992,7,22,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 04:29:46.0",11
"185","MSB","Fish specimens","MSB:Fish:12120",403,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate HWY I-25 bridge, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1992,10,1,"Collector(s): Brian K. Lang, John P. Sherrod, Eric J. Scherff","GeoLocate",NA,"PreservedSpecimen","verbatim collectors: Brian K. Lang, John P. Sherrod, Eric J. Scherff","2019-05-27 02:24:16.0",15
"186","MSB","Fish specimens","MSB:Fish:11148",61,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate HWY I-25 bridge, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1992,7,22,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 03:45:31.0",15
"187","MSB","Fish specimens","MSB:Fish:11140",67,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate HWY I-25 bridge, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1992,7,22,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 03:45:31.0",15
"188","MSB","Fish specimens","MSB:Fish:11153",59,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate HWY I-25 bridge, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1992,7,22,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 03:45:31.0",15
"20","MSB","Fish specimens","MSB:Fish:11126",182,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.97052778,-106.6911111,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 4.4 miles downstream of NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"",1992,7,22,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 01:59:38.0",15
"21","MSB","Fish specimens","MSB:Fish:12107",10,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.97052778,-106.6911111,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 4.4 miles downstream of NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"",1992,10,1,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-G; Storage: 70% EtOH, 212-G;","2019-05-27 02:20:43.0",5
